AYW00088703, -81.3833,  170.7500,   54.3, AS, LITTLE JEANA STN              ,    ,    ,      
AYW00089061, -64.7667,  -64.0833,    7.9, VI, PALMER STN                    ,    ,    , 89061
AYW00090001, -90.0000,    0.0000, -999.9, VI, AMUNDSEN-SCOTT                ,    ,    , 89009
AYW00091002, -66.8833,  143.0833,    0.0, AS, FLETCHER IS T3                ,    ,    ,      
BBW00000408,  13.0669,  -59.4831,   52.1, CA, GRANTLEY ADAMS INTL AP        ,    ,    ,      
BDL000BEPB6,  32.3667,  -64.7000,    2.0, FL, BERMUDA ESSO PIER             ,    ,    ,      
BDW00013601,  32.3667,  -64.6833,    5.5, TX, L F WADE INTL AP KINDLEY FLD  ,    ,    , 78016
BDW00013602,  32.3692,  -64.6489,   13.1, TX, BERMUDA                       ,    ,    ,      
BFW00012706,  23.5167,  -75.7833,   19.2, PR, GREAT EXUMA IS                ,    ,    ,      
BFW00012712,  26.6167,  -78.3667,    6.1, PR, GOLD ROCK CREEK               ,    ,    ,      
BFW00012713,  25.2667,  -76.3000,   10.1,   , ELEUTHERA ISLAND              ,    ,    ,      
BFW00012715,  22.3667,  -73.0333,   21.0, PR, MAYAGUAN                      ,    ,    ,      
BFW00012716,  24.0633,  -74.5239,    7.3,   , SAN SALVADOR                  ,    ,    ,      
CAW00015620,  58.4833,  -62.6500,   18.3, NL, SAGLEK BAY                    ,    ,    ,      
CAW00025343,  54.2500, -133.0500,   41.1, BC, LANGARA                       ,    ,    ,      
CAW00027102,  70.7614, -117.8000,   29.9, NT, HOLMAN IS                     ,    ,    ,      
CAW00064757,  44.2325,  -79.7811,  246.0, ON, EGBERT 1 W                    ,    ,    ,      
CHW00043204,  31.2333,  121.4500,   27.1, UM, HUNG CHIA                     ,    ,    ,      
CHW00043205,  36.1833,  120.3833,   14.0, UM, TSINGTAO                      ,    ,    ,      
CHW00044101,  40.0000,  116.5000,   51.2, UM, PEKING                        ,    ,    ,      
CIW00054701, -41.4667,  -72.8167,   11.3,   , PUERTO MONTT B                ,    ,    ,      
CJL000LCIY2,  19.6990,  -80.0610,    5.9, FL, LITTLE CAYMAN                 ,    ,    ,      
CJW00011813,  19.3000,  -81.3667,    3.0,   , ROBERTS                       ,    ,    , 78384
CQC00914080,  15.2155,  145.7526,  197.5, MP, CAPITOL HILL 1                ,    ,    ,      
CQC00914801,  14.1717,  145.2428,  179.2, MP, ROTA AIRPORT                  ,    ,    , 91221
CQC00914855,  15.1167,  145.7167,   65.5, MP, SAIPAN INTL AP                ,    ,    , 91232
CQL000LLBP7,  15.1570,  145.7700,  605.0, CA, LAO LAO BAY - SAIPAN          ,    ,    ,      
CQW00041412,  15.2167,  145.7500,   11.3, MP, SAIPAN MARSHALL IS            ,    ,    ,      
CQW00041418,  15.1167,  145.7167,   65.5, MP, SAIPAN INTL AP                ,    ,    , 91232
CQW00041419,  14.1717,  145.2428,  179.2, MP, ROTA AP                       ,    ,    , 91221
CQW00041420,  14.9992,  145.6211,   82.6, MP, TINIAN INTL AP                ,    ,    ,      
CUW00011706,  19.9000,  -75.1500,   39.9, PR, GUANTANAMO BAY NAS            ,    ,    , 78367
CUW00012857,  22.0667,  -84.1500,   17.1,   , SAN JULIAN                    ,    ,    ,      
DOW00000402,  15.5331,  -61.3000,   14.0, CA, MELVILLE HALL AP              ,    ,    ,      
DOW00000403,  15.3331,  -61.3831,    5.2, CA, CANEFIELD AP                  ,    ,    ,      
DRW00011650,  18.5000,  -69.7500,   35.1, PR, SAN ISIDRO                    ,    ,    ,      
FMW00000493,   5.3544,  162.9533,    2.1, FM, KOSRAE INTL AP                ,    ,    , 91356
FMW00040308,   9.4833,  138.0833,   13.4, FM, YAP ISLAND WSO AP             ,    ,    , 91413
FMW00040504,   6.9667,  158.2167,   36.6, FM, POHNPEI WSO                   ,    ,    , 91348
FMW00040505,   7.4667,  151.8500,    1.5, FM, CHUUK WSO AP                  ,    ,    , 91334
FMW00040509,   6.9833,  158.2000,    2.7, FM, POHNPEI INTL AP               ,    ,    ,      
FRW00034048,  46.8622,    1.7306,  161.2,   , CHATEAUROUX                   ,    ,    ,      
FRW00034051,  48.7833,    5.9833,  285.9,   , TOUL ROSIERE                  ,    ,    ,      
FRW00034052,  48.1000,    5.0500,  313.0, AK, CHAUMONT                      ,    ,    ,      
FRW00034053,  49.6333,    3.5500,   83.2, AK, LAON                          ,    ,    ,      
FRW00034061,  49.0286,    1.2200,  141.4,   , EVREUX FAUVILLE               ,    ,    ,      
FRW00034064,  49.2333,    5.6833,  237.1, EN, ETAIN                         ,    ,    ,      
FRW00034065,  48.6500,    1.1000,  183.2, AK, DREUX                         ,    ,    ,      
FRW00034066,  49.8333,    0.6500,   82.9,   , ORLEANS                       ,    ,    ,      
FRW00034067,  48.7761,    4.1844,  178.9,   , BRIENNE                       ,    ,    ,      
FRW00034071,  49.1167,    5.4667,  372.2, AK, VERDUN                        ,    ,    ,      
GLW00016407,  60.6897,  -46.5964,   62.2, NL, SIMIUTAK                      ,    ,    ,      
GLW00017503,  76.9833,  -56.0667,  124.1, NL, CAMP TUTO SITE 2              ,    ,    ,      
GLW00017605,  76.5167,  -68.8333,   77.1,   , PITUFFIK                      ,    ,    , 04202
GLW00017611,  76.4167,  -68.3167,  488.3, NL, CAMP TUTO ICECAP STN          ,    ,    ,      
GLW00017612,  76.4167,  -68.2500,  579.1, NL, CAMP TUTO ICECAP ST           ,    ,    ,      
GLW00017614,  76.4000,  -68.1333,  750.1, NL, CAMP TUTO ICECAP STN          ,    ,    ,      
GLW00017615,  77.1667,  -61.1333,  305.1, NL, CAMP CENTURY                  ,    ,    ,      
GLW00017617,  76.3833,  -67.9167,  701.0, NL, CAMP TUTO E ASC S             ,    ,    ,      
GMW00034196,  48.4500,   10.8667,  466.0, AK, GABLINGEN                     ,    ,    ,      
GPW00000401,  16.2669,  -61.6000,    8.2, CA, POINTE A PITRE INTL AP        ,    ,    ,      
GQC00914278,  13.3114,  144.7364,   85.3, GU, INARAJAN - NASA               ,    ,    ,      
GQL000APRP7,  13.4440,  144.6570,    3.3, MI, APRA HARBOR GUAM              ,    ,    ,      
GQL000PGBP7,  13.4167,  144.8000,    7.0, CA, PAGO BAY                      ,    ,    ,      
GQW00041406,  13.4833,  144.8000,   77.4, GU, GUAM WFO                      ,    ,    , 91212
GQW00041407,  13.4350,  144.6394,   55.2, GU, GUAM MARSHALL IS              ,    ,    ,      
GQW00041411,  13.4339,  144.6511,   24.1, GU, GUAM OROTE                    ,    ,    ,      
GQW00041414,  13.5833,  144.9167,  186.5, GU, GUAM MARSHALL IS              ,    ,    ,      
GQW00041415,  13.4833,  144.8000,   77.4, GU, GUAM INTL AP                  ,    ,    , 91212
GRW00033209,  35.5333,   24.1500,  146.3, EN, SOUDA BAY CRETE               ,    ,    , 16746
HOW00011806,  16.0167,  -85.9500,    2.1, PR, PUERTO CASTILLA               ,    ,    ,      
HOW00011807,  17.4000,  -83.9333,   11.3,   , SWAN ISLAND                   ,    ,    ,      
ICW00016201,  63.9667,  -22.6000,   52.1,   , KEFLAVIK                      ,    ,    , 04018
ICW00091004,  80.0000, -113.0000, -999.9, AS, ICE SKATE B                   ,    ,    ,      
IDW00080309,  -1.2667,  136.3833,    1.2, AS, BIAK IS NF                    ,    ,    ,      
ITW00033126,  37.4017,   14.9222,   24.7,   , SIGONELLA                     ,    ,    ,      
ITW00034113,  40.8861,   14.2908,   89.6, EN, NAPLES                        ,    ,    ,      
ITW00034194,  45.4667,   10.9333,   93.3,   , VERONA                        ,    ,    ,      
JMW00011704,  17.9000,  -77.2833,    5.2, PR, KINGSTON                      ,    ,    ,      
JQW00021601,  16.7333, -169.5333,    5.2, UM, JOHNSTON IS                   ,    ,    ,      
JQW00021603,  16.7333, -169.5333,    3.0, UM, JOHNSTON IS                   ,    ,    , 91275
KRW00060703,  -2.7667, -171.7167,    3.0,   , CANTON ISLAND                 ,    ,    ,      
KSW00043214,  36.4500,  127.4333,   40.2, UM, TAEJON ROK K-5                ,    ,    ,      
KSW00043216,  37.2075,  127.2856,  463.6, EN, CAMP HUMPHREYS                ,    ,    ,      
KSW00043219,  35.9242,  126.6222,   58.5, EN, KUNSAN                        ,    ,    ,      
KSW00043220,  38.0167,  128.1333,  181.1, UM, KWANDAE RI TEAM 840           ,    ,    ,      
KSW00043238,  35.9833,  129.4333,   20.1, UM, YONGIL MAN MAG 12             ,    ,    ,      
KSW00043263,  33.2000,  126.2667,   27.1,   , CHEJU DO K 39                 ,    ,    ,      
KSW00043270,  36.0833,  129.5667,   21.0, UM, CHANGGAI GAP ROK K 3          ,    ,    ,      
KSW00043273,  37.0333,  126.7500,   12.2, UM, OSAN                          ,    ,    ,      
MBW00000404,  14.6000,  -61.0000,    7.0, CA, MARTINIQUE AIME CESAIRE INTL A,    ,    ,      
MOW00013017,  34.3000,   -6.6000,   12.2,   , KENITRA PORT LYAUTEY          ,    ,    , 60120
MOW00013021,  32.3500,   -8.7833, -999.9, TX, EL DJEMA SAHIM                ,    ,    ,      
MOW00013023,  32.1167,   -7.8833,  448.1, TX, BEN GUERIR                    ,    ,    ,      
MQW00022701,  28.2000, -177.3833,    5.5, UM, MIDWAY IS HENDERSON FLD AP    ,    ,    , 91066
MQW00022703,  28.2167, -177.3833,    6.1, UM, MIDWAY IS                     ,    ,    ,      
MXL000LMBV4,  19.6000,  -96.3833,    9.1, CA, LA MANCHA BEACH               ,    ,    ,      
MXL000SACV4,  19.1740,  -96.0930,    0.0, CA, SACRIFICE ISLAND              ,    ,    ,      
MXL000VERV4,  19.2020,  -96.1130,    0.0, FL, VERACURZ HARBOR               ,    ,    ,      
NLW00000400,  17.4983,  -62.9803,   40.2, CA, FIRE DEPT ROOSEVELT AP        ,    ,    ,      
NLW00000413,  12.1500,  -68.2831,    7.0, CA, FLAMINGO INTL AP              ,    ,    ,      
NUW00011801,  12.1414,  -86.1681,   59.1,   , MERCEDES                      ,    ,    ,      
NUW00011803,  12.4833,  -87.1833,    4.3, PR, CORINTO                       ,    ,    ,      
PMW00010701,   8.9667,  -79.5500,    9.1, IN, BALBOA ALBROOK                ,    ,    ,      
PMW00010715,   9.3667,  -79.9000,    4.3, IN, COCO SOLO                     ,    ,    ,      
PMW00010718,   8.9167,  -79.6000,   16.2, IN, FT KOBBE                      ,    ,    ,      
PMW00010719,   9.3667,  -79.9500,    9.1, IN, FT SHERMAN                    ,    ,    ,      
PPW00080430,  -1.6833,  149.9667,    1.2, AS, EMIRAU NF                     ,    ,    ,      
PPW00080431,  -2.0167,  147.4333,   44.2, AS, MANUS IS NF                   ,    ,    ,      
PSW00040309,   7.3367,  134.4769,   27.4, PW, KOROR                         ,    ,    , 91408
PSW00040310,   7.3672,  134.5442,   53.6, PW, BABELTHUAP KOROR AP           ,    ,    ,      
RMW00000492,   7.0647,  171.2719,    1.8, MH, MARSHALL ISLANDS INTERNATIONAL,    ,    ,      
RMW00040604,   8.7333,  167.7333,    2.1, MH, KWAJALEIN                     ,    ,    , 91366
RMW00040710,   7.0650,  171.2719,    3.0, MH, MAJURO WBAS AP                ,    ,    , 91376
RPW00041224,  14.4947,  120.9114,    2.1,   , SANGLEY PT                    ,    ,    ,      
RPW00041225,  12.6000,  121.0000,    4.3, MH, SAN JOSE                      ,    ,    ,      
RPW00041226,  11.0667,  125.0333,    4.3, MH, LEYTE GULF NF                 ,    ,    ,      
RPW00041227,  14.6000,  121.0000,    4.3, MH, MANILA NF                     ,    ,    ,      
RPW00041228,  14.6000,  121.0000,   33.2, MH, MANILA NF                     ,    ,    ,      
RPW00041229,  14.5500,  120.9833,    4.3, MH, MANILA                        ,    ,    ,      
RPW00041230,  14.8167,  120.2833,    4.3, MH, OLONGAPO                      ,    ,    ,      
RPW00041231,  14.8000,  120.2667,   18.3,   , CUBI POINT NF                 ,    ,    , 98426
RQC00660061,  18.1747,  -66.7977,  557.8, PR, ADJUNTAS SUBSTATION           ,    ,    ,      
RQC00661901,  18.1188,  -66.1658,  395.0, PR, CAYEY 1 E                     ,    ,    ,      
RQC00662336,  18.1547,  -66.5619, 1219.8, PR, CERRO MARAVILLA               ,    ,    ,      
RQC00662934,  18.3266,  -66.3591,  198.1, PR, COROZAL SUBSTATION            ,    ,    ,      
RQC00663431,  18.3361,  -66.6666,   61.0, PR, DOS BOCAS                     ,    ,    ,      
RQC00663657,  18.3096,  -65.6625,    9.1, PR, FAJARDO                       ,    ,    ,      
RQC00664276,  18.2583,  -65.9922,   48.8, PR, GURABO SUBSTATION             ,    ,    ,      
RQC00665097,  18.0330,  -67.0722,   27.4, PR, LAJAS SUBSTATION              ,    ,    ,      
RQC00665908,  18.1511,  -66.9888,  863.2, PR, MARICAO 2 SSW                 ,    ,    ,      
RQC00666514,  18.2886,  -66.3433,  538.3, PR, NEGRO - COROZAL               ,    ,    ,      
RQC00666805,  18.2650,  -65.7208,  109.7, PR, PARAISO                       ,    ,    ,      
RQC00666992,  18.2708,  -65.7592, 1051.0, PR, PICO DEL ESTE                 ,    ,    ,      
RQC00667292,  18.0258,  -66.5252,   21.3, PR, PONCE 4 E                     ,    ,    ,      
RQC00668814,  18.4312,  -65.9917,    3.0, PR, WFO SAN JUAN                  ,    ,    ,      
RQC00668815,  18.1517,  -65.9589,  155.4, PR, SAN LORENZO 3S                ,    ,    ,      
RQC00668881,  18.3483,  -67.0077,   59.1, PR, SAN SEBASTIAN 2 WNW           ,    ,    ,      
RQC00669829,  18.0628,  -65.8733,    9.1, PR, YABUCOA 1 NNE                 ,    ,    ,      
RQL000AROP4,  18.4833,  -66.7000,    3.0, FL, ARECIBO                       ,    ,    ,      
RQL000AUDP4,  18.4500,  -67.1667,    3.4, AK, AQUADILLA                     ,    ,    ,      
RQL000CLBP4,  18.3000,  -65.3000,    3.1, WA, CULEBRA                       ,    ,    ,      
RQL000ESPP4,  18.0940,  -65.4710,    3.4, FL, ESPERANZA                     ,    ,    ,      
RQL000FRDP4,  18.3333,  -65.6333,    3.0, FL, FAJARDO                       ,    ,    ,      
RQL000IMGP4,  17.9690,  -67.0440,   14.6, HI, ISLA MAGUEYES - LAJAS         ,    ,    ,      
RQL000JOXP4,  17.9500,  -66.2333,   15.0, AK, JOBOS BAY RESERVE             ,    ,    ,      
RQL000LPRP4,  17.9333,  -67.0500,    7.0, MI, MEDIA LUNA / LA PARGUERA      ,    ,    ,      
RQL000MGIP4,  17.9700,  -67.0500,    5.0, MI, MAGUESYES ISLANDS             ,    ,    ,      
RQL000MGZP4,  18.2167,  -67.1500,    3.0, TX, MAYAGUEZ                      ,    ,    ,      
RQL000MISP4,  18.0900,  -67.9390,    3.0, NY, MONA ISLAND                   ,    ,    ,      
RQL000PLSP4,  17.9667,  -66.7667,    3.0, FL, PENUELAS                      ,    ,    ,      
RQL000PTRP4,  18.3670,  -67.2510,   15.0, AL, PUNTAS RINCON                 ,    ,    ,      
RQL000SJNP4,  18.4700,  -66.1200,    5.0, AK, SAN JUAN                      ,    ,    ,      
RQL000VQSP4,  18.1500,  -65.4333,    6.0, VA, ISABEL SEGUNDA / VIEQUES      ,    ,    ,      
RQL000YABP4,  18.0500,  -65.8333,    3.0, MS, YABUCOA HARBOR                ,    ,    ,      
RQW00000494,  18.4567,  -66.0983,    3.0, PR, FERNANDO LUIS RIBAS DOMINICCI ,    ,    ,      
RQW00011603,  18.4947,  -67.1294,   72.2, PR, BORINQUEN AP                  ,    ,    ,      
RQW00011618,  18.4667,  -66.1167,   13.1, PR, SAN JUAN NS                   ,    ,    ,      
RQW00011630,  18.2553,  -65.6411,   10.1, PR, ROOSEVELT ROADS               ,    ,    ,      
RQW00011631,  18.4667,  -66.1000,   14.9, PR, SAN JUAN CITY                 ,    ,    ,      
RQW00011637,  17.9667,  -66.4000,    9.1, PR, PONCE SANTA ISABEL            ,    ,    ,      
RQW00011639,  18.1167,  -65.3833,    2.1, PR, VIEQUES ISLAND NS             ,    ,    ,      
RQW00011641,  18.4325,  -66.0106,    3.0, PR, SAN JUAN L M MARIN INTL AP    ,    ,    , 78526
RQW00011653,  18.2539,  -67.1486,   11.6, PR, MAYAGUEZ AP                   ,    ,    ,      
RSW00037201,  71.5856,  128.9158,    9.1, SA, TIKSI 4 SSE                   ,    ,    ,      
RSW00044301,  48.4833,  135.4833,   53.0, UM, KHABAROVSK                    ,    ,    ,      
SPW00013025,  36.6500,   -6.3500,   25.6,   , ROTA NAS                      ,    ,    ,      
STW00000405,  14.0169,  -61.0000,    2.1, CA, GEORGE F L CHARLES AP         ,    ,    ,      
STW00000406,  13.7500,  -60.9500,   10.1, CA, HEWANORRA INTL AP             ,    ,    ,      
STW00011644,  13.7500,  -60.9833,   99.1, PR, ST LUCIA IS                   ,    ,    ,      
TDW00000410,  11.1500,  -60.8331,   12.2, CA, ARTHUR NAPOLEON RAYMOND ROBINS,    ,    ,      
TDW00011610,  10.6167,  -61.2167,   41.1, IN, WALLER BWI                    ,    ,    ,      
TDW00011621,  10.6833,  -61.6167,   13.1, PR, TRINIDAD BWI                  ,    ,    ,      
TDW00011634,  10.5833,  -61.3500,   12.2, PR, PIARCO INTL AP                ,    ,    , 78970
TUW00033308,  37.0022,   35.4258,   72.5, EN, INCIRLIK                      ,    ,    ,      
TVW00080705,  -8.5167,  179.2167,    2.1,   , FUNAFUTI NF                   ,    ,    ,      
UKW00015015,  52.3000,    0.5333,   92.0, WI, CHELVESTON                    ,    ,    ,      
UKW00015027,  53.3833,   -2.6500,   27.1, EN, WARRINGTON                    ,    ,    ,      
UKW00015033,  52.3667,    0.2167,   47.9, EN, HUNTINGTON                    ,    ,    ,      
UKW00015040,  51.3831,   -1.2831,  121.9, EN, GREENHAM                      ,    ,    ,      
UKW00015042,  52.4667,   -1.1167,  151.2, EN, BRUNTINGTHORPE                ,    ,    ,      
UKW00035046,  52.3667,    0.4833,   10.1,   , MILDENHALL                    ,    ,    ,      
UKW00035048,  52.1333,    1.4333,   26.2,   , BENTWATERS                    ,    ,    ,      
UKW00035049,  52.3167,    0.9167,   61.3, EN, STANTON                       ,    ,    ,      
USC00010008,  31.5702,  -85.2482,  139.0, AL, ABBEVILLE                     ,    ,    ,      
USC00010063,  34.2110,  -87.1784,  239.6, AL, ADDISON                       ,    ,    ,      
USC00010140,  32.2322,  -87.4104,   53.3, AL, ALBERTA                       ,    ,    ,      
USC00010252,  31.3071,  -86.5226,   76.2, AL, ANDALUSIA 3 W                 ,    ,    ,      
USC00010369,  33.2941,  -85.7788,  311.5, AL, ASHLAND 3 ENE                 ,    ,    ,      
USC00010390,  34.7752,  -86.9508,  210.0, AL, ATHENS                        ,    ,    ,      
USC00010402,  31.1820,  -87.4390,   91.4, AL, ATMORE                        ,    ,    ,      
USC00010425,  32.5992,  -85.4653,  166.1, AL, AUBURN NO.2                   ,    ,    ,      
USC00010748,  33.6971,  -87.6488,  150.3, AL, BERRY 3 NW                    ,    ,    ,      
USC00010957,  34.2008,  -86.1633,  326.1, AL, BOAZ                          ,    ,    ,      
USC00011099,  34.9786,  -85.8008,  202.4, AL, BRIDGEPORT 5 NW               ,    ,    ,      
USC00012124,  32.8622,  -85.7358,  223.4, AL, DADEVILLE 2                   ,    ,    ,      
USC00012172,  30.2505,  -88.0775,    2.4, AL, DAUPHIN ISLAND #2             ,    ,    ,      
USC00012377,  31.2833,  -85.4000,   95.1, AL, DOTHAN 4 NW                   ,    ,    ,      
USC00012675,  31.2975,  -85.8996,  102.7, AL, ENTERPRISE 4 W                ,    ,    ,      
USC00013043,  34.4406,  -85.7236,  279.5, AL, FORT PAYNE                    ,    ,    ,      
USC00013519,  31.7901,  -86.6087,  104.2, AL, GREENVILLE                    ,    ,    ,      
USC00013620,  34.2314,  -87.6352,  280.4, AL, HALEYVILLE                    ,    ,    ,      
USC00013645,  34.1388,  -87.9947,  149.4, AL, HAMILTON                      ,    ,    ,      
USC00014193,  31.5253,  -87.9277,   67.1, AL, JACKSON                       ,    ,    ,      
USC00014209,  33.8259,  -85.7812,  192.0, AL, JACKSONVILLE                  ,    ,    ,      
USC00015397,  32.0347,  -85.4740,  125.6, AL, MIDWAY                        ,    ,    ,      
USC00015553,  32.2600,  -86.2180,   68.6, AL, MONTGOMERY 6SW                ,    ,    ,      
USC00018178,  31.9172,  -87.7347,  118.9, AL, THOMASVILLE                   ,    ,    ,      
USC00018209,  32.9205,  -86.6708,  207.3, AL, THORSBY EXP STATION           ,    ,    ,      
USC00018325,  31.8351,  -85.9329,  168.9, AL, TROY #2                       ,    ,    ,      
USC00018385,  33.2097,  -87.5936,   46.3, AL, TUSCALOOSA OLIVER DAM         ,    ,    ,      
USC00018517,  33.7392,  -88.1275,   90.8, AL, VERNON                        ,    ,    ,      
USC00018670,  33.7924,  -86.8258,  158.5, AL, WARRIOR                       ,    ,    ,      
USC00018673,  32.7747,  -87.8306,   33.5, AL, WARRIOR LOCK AND DAM          ,    ,    ,      
USC00020080,  32.3698, -112.8599,  533.7, AZ, AJO                           ,    ,    ,      
USC00020487,  35.1989, -112.4886, 1546.9, AZ, ASH FORK 3                    ,    ,    ,      
USC00020808,  33.4783, -109.7516, 1848.6, AZ, BLACK RIVER PUMPS             ,    ,    ,      
USC00021574,  34.5397, -110.9155, 2135.4, AZ, CHEVELON RANGER STATION       ,    ,    ,      
USC00021749,  34.0500, -110.4500, 1617.0, AZ, CIBECUE                       ,    ,    ,      
USC00021870,  32.0588, -109.8908, 1274.1, AZ, COCHISE 4 SSE                 ,    ,    ,      
USC00022329,  34.2097, -112.3453, 1804.4, AZ, CROWN KING                    ,    ,    ,      
USC00022754,  32.7480, -109.1213, 1115.6, AZ, DUNCAN                        ,    ,    ,      
USC00023009,  35.1611, -111.7311, 2171.7, AZ, FLAGSTAFF 4 SW                ,    ,    ,      
USC00024534,  31.8352, -110.3552, 1429.5, AZ, KARTCHNER CAVERNS             ,    ,    ,      
USC00024586,  35.8109, -110.1932, 1891.3, AZ, KEAMS CANYON                  ,    ,    ,      
USC00025344,  34.3709, -112.1827, 1252.1, AZ, MAYER NO. 2                   ,    ,    ,      
USC00025635,  34.6106, -111.8382,  969.3, AZ, MONTEZUMA CASTLE NATIONAL MONU,    ,    ,      
USC00025924,  31.4554, -110.9680, 1054.9, AZ, NOGALES 6 N                   ,    ,    ,      
USC00026037,  34.9599, -111.7553, 1560.0, AZ, OAK CREEK CANYON              ,    ,    ,      
USC00026117,  32.6100, -110.7317, 1400.6, AZ, ORACLE STATE PARK             ,    ,    ,      
USC00026119,  32.6025, -110.7344, 1374.6, AZ, ORACLE 2 SE                   ,    ,    ,      
USC00026468,  34.7994, -109.8850, 1659.9, AZ, PETRIFIED FOREST NP           ,    ,    ,      
USC00027708,  34.8955, -111.7644, 1286.3, AZ, SEDONA                        ,    ,    ,      
USC00027876,  33.7986, -110.9714, 1554.5, AZ, SIERRA ANCHA                  ,    ,    ,      
USC00029158,  34.9281, -112.8097, 1551.4, AZ, WALNUT CREEK                  ,    ,    ,      
USC00029271,  33.8215, -109.9840, 1575.8, AZ, WHITERIVER 1 SW               ,    ,    ,      
USC00030064,  35.9307,  -91.0550,   78.6, AR, ALICIA 2NNE                   ,    ,    ,      
USC00030130,  34.7961,  -92.8417,  212.8, AR, ALUM FORK                     ,    ,    ,      
USC00030178,  34.0275,  -93.4332,   91.4, AR, ANTOINE 1 SW                  ,    ,    ,      
USC00030220,  34.1433,  -93.0589,   59.7, AR, ARKADELPHIA 2 N               ,    ,    ,      
USC00030326,  35.2894,  -91.3533,   59.4, AR, AUGUSTA                       ,    ,    ,      
USC00030458,  35.8306,  -91.7944,  174.0, AR, BATESVILLE LVSTK              ,    ,    ,      
USC00030530,  35.0644,  -91.8961,   76.2, AR, BEEBE                         ,    ,    ,      
USC00030616,  36.4294,  -93.6255,  359.7, AR, BERRYVILLE 5 NW               ,    ,    ,      
USC00030764,  34.5697,  -93.1947,  129.8, AR, BLAKELY MOUNTAIN DAM          ,    ,    ,      
USC00030798,  35.1161,  -93.6506,  129.8, AR, BLUE MOUNTAIN DAM             ,    ,    ,      
USC00030832,  35.0971,  -93.9147,  171.9, AR, BOONEVILLE 3 SSE              ,    ,    ,      
USC00030842,  35.7264,  -92.4672,  387.4, AR, BOTKINBURG 3 NE               ,    ,    ,      
USC00030900,  34.9458,  -93.4637,  140.2, AR, BRIGGSVILLE                   ,    ,    ,      
USC00030936,  34.8822,  -91.2152,   56.4, AR, BRINKLEY                      ,    ,    ,      
USC00031020,  36.3647,  -92.5781,  146.3, AR, BULL SHOALS DAM               ,    ,    ,      
USC00031140,  33.3053,  -92.4866,   29.0, AR, CALION LOCK & DAM             ,    ,    ,      
USC00031152,  33.5900,  -92.8236,   35.4, AR, CAMDEN 1                      ,    ,    ,      
USC00031457,  35.5328,  -93.4036,  259.1, AR, CLARKSVILLE 6 NE              ,    ,    ,      
USC00031582,  36.0913,  -93.3208,  648.9, AR, COMPTON                       ,    ,    ,      
USC00031632,  36.4197,  -90.5858,   91.4, AR, CORNING                       ,    ,    ,      
USC00031948,  34.0463,  -94.3480,  124.1, AR, DEQUEEN                       ,    ,    ,      
USC00031952,  34.1002,  -94.3724,  169.8, AR, DE QUEEN DAM                  ,    ,    ,      
USC00032015,  34.1266,  -94.0172,  143.3, AR, DIERKS                        ,    ,    ,      
USC00032148,  33.8885,  -91.5316,   49.7, AR, DUMAS                         ,    ,    ,      
USC00032356,  36.4163,  -93.7916,  432.8, AR, EUREKA SPRINGS 3 WNW          ,    ,    ,      
